Word,Concreteness,Brysbaert,Muraki,Glasgow,MRC
break-even point,2.82,,2.82,,
break-in,3.0,,3.0,,
breakable,3.03,3.03,,,
breakage,3.44,3.44,,,
breakaway,2.78,2.78,,,
breakbone fever,2.1,,2.1,,
breakdance,4.54,4.54,,,
breakdown,2.75,2.75,,,
breakdown lane,3.0,,3.0,,
breakdown lorry,3.67,,3.67,,
breakdown point,2.0,,2.0,,
breakdown truck,4.2,,4.2,,
breaker,3.85,3.85,,,
breaker point,2.6,,2.6,,
breaker's yard,4.0,,4.0,,
breakeven,2.18,2.18,,,
breakfast,4.43,4.43,,5.853,576
breakfast cereals,4.5,,4.5,,
breakfast food,4.27,,4.27,,
breakfast in bed,3.9,,3.9,,
breakfast meeting,3.6,,3.6,,
breakfast menu,4.8,,4.8,,
breakfast nook,4.36,,4.36,,
breakfast of champions,1.8,,1.8,,
breakfast table,4.83,,4.83,,
breakfast television,4.0,,4.0,,
breakfast time,3.8,,3.8,,
breaking,3.93,3.93,,,
breaking and entering,3.9,,3.9,,
breaking away,2.4,,2.4,,
breaking news,3.0,,3.0,,
breaking off,2.1,,2.1,,
breaking point,2.04,2.04,2.4,,
breaking ranks,1.82,,1.82,,
breaking wind,2.9,,2.9,,
breakneck,2.73,2.73,,,
breakneck speed,2.7,,2.7,,
breakout,3.41,3.41,,,
breakout character,1.82,,1.82,,
breakpoint,2.64,2.64,,,
breakthrough,1.87,1.87,,,
breakup,2.0,2.0,,,
breakup value,1.91,,1.91,,
breakwater,4.17,4.17,,,
breast,4.89,4.89,,6.485,580
breast bone,4.7,,4.7,,
breast cancer,4.28,4.28,3.8,,
breast feed,4.3,,4.3,,
breast feeding,4.73,,4.73,,
breast implant,4.7,4.7,4.73,,
breast is best,2.9,,2.9,,
breast milk,3.9,,3.9,,
breast of lamb,4.6,,4.6,,
breast of veal,4.42,,4.42,,
breast pocket,4.1,,4.1,,
breast pump,4.3,,4.3,,
breast stroke,3.83,,3.83,,
breast-fed,3.0,,3.0,,
breast-feed,4.5,,4.5,,
breastbone,4.33,4.33,,,
breasted,3.46,3.46,,,
breastfeed,4.04,4.04,,,
breastfeeding,4.22,4.22,,,
breastmilk,4.83,4.83,,,
breastplate,4.67,4.67,,,
breasts,5.0,5.0,,6.529,
breaststroke,4.27,4.27,,,
breath,4.36,4.36,,,479
breath control,3.38,,3.38,,
breath freshener,4.5,,4.5,,
breath of fresh air,1.8,,1.8,,
breath of wind,2.08,,2.08,,
breath test,4.1,4.1,4.1,,
breathable,3.04,3.04,,,
breathalyzer,4.63,4.63,,,
breathe,4.07,4.07,,,
breathe a sigh of relief,2.45,,2.45,,
breathe a word,2.3,,2.3,,
breathe down someone's neck,2.31,,2.31,,
breathe easy,2.7,,2.7,,
breathe in,3.5,,3.5,,
breathe one's last breath,3.6,,3.6,,
breathe out,3.7,,3.7,,
breathe your last breath,2.1,,2.1,,
breathed,3.57,3.57,,,
breather,3.44,3.44,,,
breathiness,2.92,2.92,,,
breathing,4.1,4.1,,,
breathing device,4.3,,4.3,,
breathing in,3.7,,3.7,,
breathing machine,4.64,,4.64,,
breathing out,4.3,,4.3,,
breathing place,2.6,,2.6,,
breathing problem,3.27,,3.27,,
breathing room,1.94,,1.94,,
breathing space,2.4,,2.4,,
breathing spell,2.36,,2.36,,
breathing time,3.0,,3.0,,
breathing tube,4.7,,4.7,,
breathless,3.67,3.67,,,
breathlessly,2.68,2.68,,,
breathlessness,2.76,2.76,,,
breathtaking,1.85,1.85,,,
breathy,3.24,3.24,,,
bred,3.38,3.38,,,308
bred-in-the-bone,1.31,,1.31,,
breech,2.96,2.96,,,
breech birth,4.0,,4.0,,
breech delivery,3.2,,3.2,,
breech presentation,2.3,,2.3,,
breeched,2.88,2.88,,,
breeches,4.07,4.07,,,
breeching,3.18,3.18,,,
breed,2.85,2.85,,,
breed in the bone,1.8,,1.8,,
breed out,2.09,,2.09,,
breeder,3.13,3.13,,,
breeding,2.96,2.96,,,
breeding ground,2.6,,2.6,,
breeding will tell,2.0,,2.0,,
breeze,3.62,3.62,,4.618,500
breeze along,2.18,,2.18,,
breeze block,3.8,,3.8,,
breeze in,2.1,,2.1,,
breeze into,1.9,,1.9,,
breeze through,2.52,2.52,2.2,,
breezeless,3.08,3.08,,,
breezeway,4.04,4.04,,,
breeziness,2.76,2.76,,,
breezy,3.72,3.72,,,
brethren,3.25,3.25,,,
brethren and sistern,2.73,,2.73,,
brevity,2.23,2.23,,,
brevity is the soul of wit,1.7,,1.7,,
brew,4.07,4.07,,5.0,
brew kettle,4.36,,4.36,,
brew up,3.0,,3.0,,
brewer,4.33,4.33,,5.118,
brewer yeast,4.2,,4.2,,
brewer's yeast,4.1,,4.1,,
brewery,4.62,4.62,,,
brewing,3.07,3.07,,,
brewing scandal,1.6,,1.6,,
briar,4.44,4.44,,,
bribable,1.92,1.92,,,
bribe,3.44,3.44,,3.677,367
bribe giver,3.6,,3.6,,
bribe someone into doing something,2.5,,2.5,,
briber,2.75,2.75,,,
bribery,2.89,2.89,,,
bric-a-brac,3.0,,3.0,,
brick,4.83,4.83,,,610
brick and mortar,4.6,,4.6,,
brick by brick,3.5,,3.5,,
brick cheese,3.8,,3.8,,
brick chimney,4.4,,4.4,,
brick duplex,4.3,,4.3,,
brick facade,2.6,,2.6,,
brick fireplace,5.0,,5.0,,
brick house,4.1,,4.1,,
brick in,2.4,,2.4,,
brick it,3.6,,3.6,,
brick oven,4.82,,4.82,,
brick over,3.4,,3.4,,
brick paver,4.0,,4.0,,
brick red,3.45,,3.45,,
brick trowel,4.1,,4.1,,
brick up,2.3,,2.3,,
brick wall,4.4,,4.4,,
brickdust deposit,3.12,,3.12,,
bricklayer,4.42,4.42,,,
bricklayer's hammer,4.64,,4.64,,
bricklaying,3.92,3.92,,,
bricklike,3.68,3.68,,,
bricks and clicks,2.7,,2.7,,
bricks and mortar,3.27,,3.27,,
brickwork,4.48,4.48,,,
brickyard,4.79,4.79,,,
bridal,3.25,3.25,,4.394,
bridal bouquet,4.5,,4.5,,
bridal gown,4.45,,4.45,,
bridal party,3.9,,3.9,,
bridal salon,4.64,,4.64,,
bridal shop,4.9,,4.9,,
bridal shower,4.2,,4.2,,
bridal suite,4.5,,4.5,,
bridal veil,4.8,,4.8,,
bridal wreath,4.2,,4.2,,
bride,4.63,4.63,,6.471,
bride bonnet,4.25,,4.25,,
bride bouquet,4.3,,4.3,,
bride price,3.2,,3.2,,
bridegroom,4.39,4.39,,5.903,
bridesmaid,4.41,4.41,,5.886,
bridesmaid dress,4.2,,4.2,,
bridesmaids,4.56,,,6.344,
bridge,4.97,4.97,4.7,6.938,623
bridge circuit,3.27,,3.27,,
bridge deck,4.18,,4.18,,
bridge hand,3.29,,3.29,,
bridge loan,3.1,,3.1,,
bridge partner,3.7,,3.7,,
bridge player,4.09,,4.09,,
bridge the gap,2.2,,2.2,,
bridge too far,1.4,,1.4,,
bridged,3.4,3.4,,,
bridgeless,3.19,3.19,,,
bridgework,4.31,4.31,,,
bridging,2.81,2.81,,,
bridging loan,2.55,,2.55,,
bridle,4.27,4.27,,,
bridle at,2.54,,2.54,,
bridle path,3.45,,3.45,,
bridle road,3.5,,3.5,,
bridle up,3.0,,3.0,,
bridled,3.44,3.44,,,
brie,4.28,4.28,,,
brie cheese,4.8,,4.8,,
brief,2.38,2.38,,3.147,361
brief against,1.6,,1.6,,
brief description,3.3,,3.3,,
brief discussion,2.4,,2.4,,
brief history,2.5,,2.5,,
brief moment,2.0,,2.0,,
brief on,2.0,,2.0,,
brief overview,2.4,,2.4,,
brief period,2.2,,2.2,,
brief review,2.6,,2.6,,
brief statement,3.09,,3.09,,
brief summary,2.5,,2.5,,
brief time,1.8,,1.8,,
briefcase,4.86,4.86,,,
briefcase bomb,3.8,,3.8,,
briefing,2.79,2.79,,,
briefly,1.9,1.9,,,
briefness,2.11,2.11,,,
briefs,4.33,4.33,,,
brier patch,3.9,,3.9,,
brig,4.48,4.48,,,
brigade,4.3,4.3,,,
brigadier general,4.36,,4.36,,
brigand,3.43,,,,464
brigate rosse,3.5,,3.5,,
bright,3.92,3.92,,4.594,473
bright and early,2.36,,2.36,,
bright as a button,1.82,,1.82,,
bright blue,4.3,,4.3,,
bright color,3.4,,3.4,,
bright eyed and bushy tailed,2.09,,2.09,,
bright future,3.3,,3.3,,
bright green,3.9,,3.9,,
bright light,4.7,,4.7,,
bright lights,4.73,,4.73,,
bright line,3.09,,3.09,,
bright orange,4.2,,4.2,,
bright red,3.9,,3.9,,
bright shiny object,4.2,,4.2,,
bright side,2.3,,2.3,,
bright spark,3.2,,3.2,,
bright spot,2.82,,2.82,,
bright yellow,3.3,,3.3,,
bright young thing,1.82,,1.82,,
bright-eyed and bushy-tailed,2.4,,2.4,,
bright-line rule,2.4,,2.4,,
brighten,3.41,3.41,,,
brighten up,2.55,,2.55,,
brightener,3.3,3.3,,,
brightening,3.04,3.04,,,
brightly,2.73,2.73,,,
brightness,3.43,3.43,,,
brightness constancy,2.94,,2.94,,
brighton pier,4.3,,4.3,,
brilliance,2.39,2.39,,,
brilliancy,2.04,2.04,,,
brilliant,2.07,2.07,,2.886,350
brilliantly,1.97,1.97,,,
brillo pad,3.7,,3.7,,
brim,4.23,4.23,,,509
brim hat,4.27,,4.27,,
brim over,2.91,,2.91,,
brimless,3.48,3.48,,,
brimmed,3.04,3.04,,,
brimming,2.9,2.9,,,
brimstone,3.83,3.83,,,
brine,4.24,4.24,,,
brine shrimp,4.6,,4.6,,
bring,2.55,2.55,,,
bring a knife to a gunfight,2.2,,2.2,,
bring about,2.18,,2.18,,
bring action,2.6,,2.6,,
bring along,2.5,,2.5,,
bring an end,1.8,,1.8,,
bring an end to,3.4,,3.4,,
bring and buy sale,3.44,,3.44,,
bring around,2.4,,2.4,,
bring around to,1.9,,1.9,,
bring back,3.19,3.19,2.6,,
bring before,2.0,,2.0,,
bring complaint,2.3,,2.3,,
bring consequences,2.8,,2.8,,
bring down,3.55,,3.55,,
bring down the house,1.3,,1.3,,
bring forth,2.44,2.44,3.0,,
bring forward,2.45,,2.45,,
bring home,3.5,,3.5,,
bring home the bacon,2.3,,2.3,,
bring in,2.57,2.57,3.6,,
bring in contact,2.3,,2.3,,
bring in motion,2.1,,2.1,,
bring into line,2.4,,2.4,,
bring it off,2.08,,2.08,,
bring it on,2.8,,2.8,,
bring it weak,1.5,,1.5,,
bring nothing to the table,1.18,,1.18,,
bring off,2.3,,2.3,,
bring on,2.3,,2.3,,
bring one up short,2.09,,2.09,,
bring oneself to,1.92,,1.92,,
bring out,3.2,,3.2,,
bring out in,1.6,,1.6,,
bring outside,3.6,,3.6,,
bring over,2.8,,2.8,,
bring owls to Athens,1.6,,1.6,,
bring round,1.92,,1.92,,
bring sand to the beach,2.0,,2.0,,
bring someone down a notch,2.0,,2.0,,
bring someone down a peg,2.0,,2.0,,
bring someone to book,2.4,,2.4,,
bring someone to heel,2.07,,2.07,,
bring something to its knees,2.1,,2.1,,
bring something to the party,2.9,,2.9,,
bring something to the table,2.3,,2.3,,
bring the house down,1.6,,1.6,,
bring the lumber,3.0,,3.0,,
bring through,1.5,,1.5,,
bring to,2.8,,2.8,,
bring to a boil,3.3,,3.3,,
bring to a close,1.7,,1.7,,
bring to a head,1.8,,1.8,,
bring to bear,2.36,,2.36,,
bring to heel,2.7,,2.7,,
bring to its knees,2.5,,2.5,,
bring to justice,2.0,,2.0,,
bring to life,2.1,,2.1,,
bring to light,1.8,,1.8,,
bring to the table,2.5,,2.5,,
bring together,2.55,,2.55,,
bring under control,2.4,,2.4,,
bring up,2.73,2.73,2.0,,
bring up against,1.82,,1.82,,
bring up short,2.5,,2.5,,
bring up the rear,2.1,,2.1,,
bring upon,2.4,,2.4,,
bring you up short,2.73,,2.73,,
bring-and-buy sale,3.2,,3.2,,
bringing close together,3.1,,3.1,,
bringing up,1.8,,1.8,,
bringing up the rear,2.2,,2.2,,
brininess,2.17,2.17,,,
brink,2.48,2.48,,3.588,
brisk,2.5,2.5,,3.576,
brisk up,2.18,,2.18,,
brisket,4.61,4.61,,,456
briskly,2.83,2.83,,,
briskness,2.47,2.47,,,
bristle,3.96,3.96,,,558
bristle at,2.1,,2.1,,
bristle brush,4.74,4.74,4.6,,
bristle up,2.82,,2.82,,
bristle with,2.1,,2.1,,
bristled,3.57,3.57,,,
bristly,3.16,3.16,,,
Bristol fashion,3.0,,3.0,,
brit awards,3.7,,3.7,,
British Asian,3.82,,3.82,,
British Council,3.82,,3.82,,
British Crown dependency,2.9,,2.9,,
British Empire,4.4,,4.4,,
British English,3.3,,3.3,,
British Isles,4.9,,4.9,,
British Legion,3.64,,3.64,,
British Lions,3.73,,3.73,,
British Open,4.19,,4.19,,
British overseas territory,3.0,,3.0,,
British Summer Time,4.1,,4.1,,
British system,3.64,,3.64,,
British thermal unit,3.3,,3.3,,
brittle,3.56,3.56,,,
brittle bone disease,3.9,,3.9,,
brittleness,2.86,2.86,,,
bro,3.27,3.27,,,
bro hug,3.91,,3.91,,
broach,3.74,3.74,,,
broad,2.45,2.45,,,399
broad array,2.6,,2.6,,
broad arrow,3.4,,3.4,,
broad as it's long,2.45,,2.45,,
broad bean,4.31,,4.31,,
broad brush,2.9,,2.9,,
broad brush strokes,3.8,,3.8,,
broad categories,1.9,,1.9,,
broad church,3.5,,3.5,,
broad consensus,1.9,,1.9,,
broad daylight,2.91,,2.91,,
broad hatchet,3.9,,3.9,,
broad interpretation,2.2,,2.2,,
broad jump,3.58,,3.58,,
broad jumper,2.6,,2.6,,
broad range,2.1,,2.1,,
broad reforms,2.1,,2.1,,
broad shoulders,4.2,,4.2,,
broad smile,4.0,,4.0,,
broad spectrum,2.7,,2.7,,
broad street,3.9,,3.9,,
broad strokes,3.4,,3.4,,
broad support,1.8,,1.8,,
broad-minded,1.9,,1.9,,
broadband,3.04,3.04,,,
broadcast,3.46,3.46,,,
broadcast area,3.8,,3.8,,
broadcast station,3.9,,3.9,,
broadcaster,4.35,4.35,,,
broadcasting,3.52,3.52,,,
broadcasting company,3.5,,3.5,,
broadcasting house,4.1,,4.1,,
broadcasting station,4.4,,4.4,,
broadcasting studio,4.73,,4.73,,
broaden,2.3,2.3,,,
broaden one's horizons,2.0,,2.0,,
broaden out,2.7,,2.7,,
broaden someone's horizons,1.55,,1.55,,
broadleaf,3.7,3.7,,,
broadly,1.68,1.68,,,
broadly speaking,1.5,,1.5,,
broadminded,1.74,1.74,,,
broadness,2.1,2.1,,,
broadside,4.0,4.0,,,
broadways,3.12,3.12,,,
Broca's area,3.82,,3.82,,
brocade,3.93,,,,540
broccoli,4.87,4.87,,6.655,
broccoli rabe,4.82,,4.82,,
brochure,4.76,4.76,,,
brochure site,3.8,,3.8,,
broil,4.03,4.03,,,448
broiler,4.83,4.83,,,
broiler chicken,4.8,,4.8,,
broiler pan,4.82,,4.82,,
broiling,3.67,3.67,,,
broke,3.29,3.29,,,394
broke out,2.92,,2.92,,
broken,4.11,4.11,,3.364,383
broken arch,4.1,,4.1,,
broken bird,3.75,,3.75,,
broken bone,4.18,,4.18,,
broken dreams,1.4,,1.4,,
broken English,3.2,,3.2,,
broken heart,2.2,,2.2,,
broken home,2.3,,2.3,,
broken in,2.82,,2.82,,
broken record,2.9,,2.9,,
broken rhyme,3.0,,3.0,,
broken up,3.36,,3.36,,
broken vessel,3.82,,3.82,,
broken wind,2.27,,2.27,,
broken-down,3.3,,3.3,,
broken-hearted,2.1,,2.1,,
brokenhearted,2.56,2.56,,,
brokenheartedly,1.65,1.65,,,
brokenness,2.48,2.48,,,
broker,4.03,4.03,,,
brokerage,3.61,3.61,,,
bromic acid,3.6,,3.6,,
bromide of potassium,3.4,,3.4,,
bromine trifluoride,4.4,,4.4,,
bronc riding,3.9,,3.9,,
bronchia,4.25,4.25,,,
bronchial,3.73,3.73,,,
bronchial artery,4.55,,4.55,,
bronchial tube,4.09,,4.09,,
bronchial tubes,4.6,,4.6,,
bronchial vein,4.08,,4.08,,
bronchitis,3.52,3.52,,,
bronchopneumonia,3.46,3.46,,,
bronchoscope,4.5,4.5,,,
bronco,4.75,4.75,,,
brontosaur,4.58,4.58,,,
brontosaurus,4.52,4.52,,,
bronze,4.47,4.47,,5.771,568
bronze age,1.82,,1.82,,
bronze bust,4.0,,4.0,,
bronze medal,5.0,,5.0,,
bronze medalist,4.73,,4.73,,
bronze medallist,4.2,,4.2,,
bronze plaque,4.2,,4.2,,
bronze star,3.91,,3.91,,
bronze statue,4.82,,4.82,,
bronzed,4.07,4.07,,,
bronzer,4.43,4.43,,,
bronzing,3.65,3.65,,,
brooch,4.19,4.19,,,
brood,2.96,2.96,,,
brood hen,4.25,,4.25,,
brood mare,4.3,,4.3,,
brood over,1.8,,1.8,,
brooder,3.44,3.44,,,
brooding,1.93,1.93,,,
broodingly,2.07,2.07,,,
broody,1.5,1.5,,,
brook,4.43,4.43,,,611
broom,4.89,4.89,,6.25,613
broom closet,4.8,,4.8,,
broom cupboard,4.33,,4.33,,
broom handle,4.96,4.96,4.83,,
broom palm,4.3,,4.3,,
broom sedge,3.91,,3.91,,
broomstick,4.8,4.8,,,
broth,4.68,4.68,,,
broth of a boy,2.6,,2.6,,
broth of a man,1.5,,1.5,,
brothel,4.23,4.23,,,
brothel creepers,2.45,,2.45,,
brothel keeper,3.64,,3.64,,
brother,4.43,4.43,,6.242,585
brother in law,4.43,,4.43,,
brother-in-law,3.58,,3.58,,
brotherhood,2.58,2.58,,,
brotherliness,1.86,1.86,,,
brotherly,1.93,1.93,,,
brotherly love,3.0,,3.0,,
brothers-in-law,3.6,,3.6,,
brought,2.23,2.23,,,
brought to book,2.45,,2.45,,
brow,4.39,4.39,,5.788,
brow furrowing,4.6,,4.6,,
browbeat,2.38,2.38,,,
browbeater,2.65,2.65,,,
browed,2.75,2.75,,,
brown,4.48,4.48,,5.152,
brown ale,3.64,,3.64,,
brown as a berry,2.55,,2.55,,
brown bag,4.5,,4.5,,
brown bear,4.8,,4.8,,
brown beer,4.6,,4.6,,
brown belt,4.4,,4.4,,
brown betty,3.73,,3.73,,
brown bomber,4.45,,4.45,,
brown bread,4.64,,4.64,,
brown butter,4.4,,4.4,,
brown coal,4.1,,4.1,,
brown cup,4.6,,4.6,,
brown dwarf,3.7,,3.7,,
brown envelope,4.8,,4.8,,
brown noser,2.1,,2.1,,
brown onion sauce,4.8,,4.8,,
brown out,2.3,,2.3,,
brown paper,4.5,,4.5,,
brown power,3.5,,3.5,,
brown rat,4.73,,4.73,,
brown recluse,4.31,,4.31,,
brown recluse spider,4.5,,4.5,,
brown rice,4.8,,4.8,,
brown rot,3.79,,3.79,,
brown sauce,4.6,,4.6,,
brown snail,4.6,,4.6,,
brown spot,3.5,,3.5,,
brown sugar,4.6,,4.6,,
brown thrasher,3.36,,3.36,,
brown thumb,2.0,,2.0,,
brown windsor soup,4.47,,4.47,,
brown-bag lunch,4.1,,4.1,,
brown-nose,1.45,,1.45,,
brown-noser,2.09,,2.09,,
browned off,2.0,,2.0,,
brownian motion,2.92,,2.92,,
brownie,4.82,4.82,,,535
brownie mix,4.36,,4.36,,
brownie point,2.0,,2.0,,
brownie points,2.55,,2.55,,
browning,3.08,3.08,,,
browning automatic rifle,4.5,,4.5,,
brownish,3.24,3.24,,,
brownness,3.11,3.11,,,
brownnose,2.24,2.24,2.73,,
brownnoser,2.73,2.73,,,
brownstone,4.4,4.4,,,
browse,3.07,3.07,,,
browse around,3.0,,3.0,,
browse mode,3.0,,3.0,,
browser,4.26,4.26,,,
browser hijacking,2.4,,2.4,,
browsing,3.22,3.22,,,
bruise,4.73,4.73,,,
bruise ego,2.4,,2.4,,
bruise someone's ego,2.2,,2.2,,
bruise up,3.6,,3.6,,
bruiser,2.89,2.89,,,
bruising,3.6,3.6,,,
bruising battle,2.55,,2.55,,
bruising encounter,2.4,,2.4,,
brum brum,1.7,,1.7,,
brummagem screwdriver,4.0,,4.0,,
brunch,4.41,4.41,,5.177,
brunch coat,4.09,,4.09,,
brunette,4.57,4.57,,5.697,
brunt,2.21,2.21,,,
brush,4.54,4.54,,6.219,589
brush aside,3.0,3.0,1.8,,
brush away,2.5,,2.5,,
brush basin,4.2,,4.2,,
brush broom,4.4,,4.4,,
brush by,2.8,,2.8,,
brush cut,3.64,,3.64,,
brush cutter,3.8,,3.8,,
brush down,2.69,,2.69,,
brush fire,4.6,,4.6,,
brush holder,4.8,,4.8,,
brush hook,4.12,,4.12,,
brush it off,1.6,,1.6,,
brush off,3.04,3.04,2.9,,
brush on,3.73,,3.73,,
brush tub,4.12,,4.12,,
brush up,2.55,2.55,2.2,,
brush up on,1.7,,1.7,,
brush with death,1.7,,1.7,,
brush with the law,2.7,,2.7,,
brush-off,2.39,,2.39,,
brushed,3.29,3.29,,4.121,
brusher,3.22,3.22,,,
brushes,4.67,4.67,,,
brushfire,4.48,4.48,,,
brushing,3.81,3.81,,,
brushless,2.92,2.92,,,
brushstroke,4.27,4.27,,,
brushwood,3.96,3.96,,,
brushwork,3.3,3.3,,,
Brussels biscuit,3.7,,3.7,,
Brussels carpet,4.0,,4.0,,
Brussels lace,4.2,,4.2,,
Brussels sprout,5.0,,5.0,,
brussels sprouts,5.0,5.0,,,
brut,3.2,,,,430
brutal,2.0,2.0,,3.686,402
brutalism,2.0,2.0,,,
brutality,2.48,2.48,,,344
brutalization,2.31,2.31,,,
brutalize,2.69,2.69,,,
brutally,2.58,2.58,,,
brute,3.31,3.31,,4.03,462
brute fact,2.4,,2.4,,
brute force,2.9,,2.9,,
brutish,2.43,2.43,,,
brutishly,1.96,1.96,,,
brutishness,2.35,2.35,,,
bubal,2.05,,,,258
bubble,4.6,4.6,,5.571,563
bubble and squeak,3.4,,3.4,,
bubble bath,4.68,4.68,4.5,,
bubble blower,4.1,,4.1,,
bubble burst,2.73,,2.73,,
bubble chamber,3.1,,3.1,,
bubble dance,3.6,,3.6,,
bubble gum,4.9,4.9,4.7,,
bubble jet printer,4.27,,4.27,,
bubble over,2.9,,2.9,,
bubble over with,1.83,,1.83,,
bubble pack,4.4,,4.4,,
bubble tea,4.4,,4.4,,
bubble under,1.8,,1.8,,
bubble up,2.2,,2.2,,
bubble with,2.9,,2.9,,
bubble wrap,4.97,4.97,3.92,,
bubblegum,4.65,4.65,,,
bubblejet printer,4.3,,4.3,,
bubbler,3.88,3.88,,,
bubbling,3.44,3.44,,,
bubbling over,3.0,,3.0,,
bubbly,3.52,3.52,,3.571,
bubonic,2.63,2.63,,,
bubonic plague,4.0,,4.0,,
buccal cavity,3.2,,3.2,,
buccaneer,3.76,3.76,,,
buccaneering,2.42,2.42,,,
buck,4.67,4.67,,,
buck fever,2.2,,2.2,,
buck fizz,3.25,,3.25,,
buck for,2.82,,2.82,,
buck naked,3.9,,3.9,,
buck private,2.7,,2.7,,
buck stops here,1.7,,1.7,,
buck teeth,4.4,,4.4,,
buck the trend,2.27,,2.27,,
buck up,2.8,,2.8,,
buck's fizz,3.6,,3.6,,
buck's party,3.42,,3.42,,
bucked,2.96,2.96,,,
bucked up,2.4,,2.4,,
bucket,4.96,4.96,,,594
bucket down,2.2,,2.2,,
bucket list,2.92,,2.92,,
bucket of bolts,3.91,,3.91,,
bucket seat,4.59,4.59,3.8,,
bucket shop,3.6,,3.6,,
bucketful,4.45,4.45,,,
buckeye,3.76,3.76,,,
bucking,3.81,3.81,,,
bucking bronco,2.9,,2.9,,
bucking bull,3.36,,3.36,,
Buckingham Palace,4.9,,4.9,,
buckle,4.71,4.71,,,568
buckle down,2.39,2.39,2.6,,
buckle under,2.2,,2.2,,
buckle up,3.4,,3.4,,
buckled,3.76,3.76,,,
bucksaw,4.58,4.58,,,
buckshot,4.78,4.78,,,
buckskin,4.17,4.17,,,
buckskinned,3.44,3.44,,,
bucktooth,4.79,4.79,,,
bucktoothed,4.18,4.18,,,
buckwheat,4.54,4.54,,,
buckwheat flour,4.2,,4.2,,
bud,4.48,4.48,,,549
bud vase,4.4,,4.4,,
buddha statue,4.5,,4.5,,
buddhism,2.3,2.3,,,
buddhist,3.92,3.92,,,
budding,2.97,2.97,,,
budding genius,2.8,,2.8,,
buddy,3.48,3.48,,,
buddy movie,2.5,,2.5,,
buddy system,2.9,,2.9,,
buddy up,1.9,,1.9,,
buddy up to,1.8,,1.8,,
budge,2.65,2.65,,,
budge up,2.82,,2.82,,
budget,3.14,3.14,,,366
budget account,3.6,,3.6,,
budget cut,2.74,2.74,3.0,,
budget cutback,2.7,,2.7,,
budget deficit,4.1,,4.1,,
budget for,2.79,,2.79,,
budgetary,2.21,2.21,,,
budgeter,3.62,3.62,,,
budgie smugglers,3.9,,3.9,,
budlike,3.36,3.36,,,
buenos dias,2.6,,2.6,,
buff,3.73,3.73,,,
buff out,2.8,,2.8,,
buff the muffin,3.0,,3.0,,
buff up,3.0,,3.0,,
buff up on,2.5,,2.5,,
buffalo,4.83,4.83,,6.441,
buffalo chip,4.3,,4.3,,
buffalo grass,4.0,,4.0,,
buffalo mozzarella,4.5,,4.5,,
buffalo wing,4.0,,4.0,,
buffed,3.32,3.32,,,
buffer,2.89,2.89,,,509
buffer state,2.86,,2.86,,
buffer storage,2.2,,2.2,,
buffer store,2.9,,2.9,,
buffer zone,2.69,,2.69,,
buffet,4.67,4.67,,,
buffet car,4.21,,4.21,,
buffet lunch,4.3,,4.3,,
buffing,3.28,3.28,,,
buffing disc,4.0,,4.0,,
buffing wheel,4.4,,4.4,,
buffoon,3.39,3.39,,,418
buffoonish,2.27,2.27,,,
bug,5.0,5.0,,,
bug off,1.9,,1.9,,
bug out,2.4,,2.4,,
bug repellent,4.5,,4.5,,
bug someone,2.36,,2.36,,
bug spray,4.8,,4.8,,
bug zapper,4.46,,4.46,,
bugger about,2.4,,2.4,,
bugger all,2.4,,2.4,,
bugger around,2.18,,2.18,,
bugger it,1.45,,1.45,,
bugger off,2.2,,2.2,,
bugger up,1.8,,1.8,,
buggins' turn,2.5,,2.5,,
buggy,4.18,4.18,,,
buggy whip,4.09,,4.09,,
bughouse,3.88,3.88,,,
bugle,4.84,4.84,,5.583,
bugle call,3.7,,3.7,,
bugler,4.58,4.58,,,
build,3.71,3.71,,5.229,402
build a better mousetrap,2.3,,2.3,,
build a bridge,3.9,,3.9,,
build around,2.18,,2.18,,
build bridges,3.7,,3.7,,
build castles in the air,2.0,,2.0,,
build in,3.45,,3.45,,
build into,3.0,,3.0,,
build on,2.6,,2.6,,
build on sand,2.9,,2.9,,
build onto,2.9,,2.9,,
build to order,3.3,,3.3,,
build up,2.8,,2.8,,
build up to,3.1,,3.1,,
build upon,3.2,,3.2,,
buildable,2.28,2.28,,,
builder,3.97,3.97,,6.229,532
builders' merchant,3.7,,3.7,,
building,4.64,4.64,,6.813,589
building block,3.9,,3.9,,
building blocks,3.36,,3.36,,
building code,2.9,,2.9,,
building complex,3.5,,3.5,,
building cooperation,2.5,,2.5,,
building department,3.2,,3.2,,
building material,4.8,,4.8,,
building panel,4.1,,4.1,,
building permit,3.7,,3.7,,
building regulation,3.1,,3.1,,
building site,4.71,4.71,4.5,,
building society,2.8,,2.8,,
buildup,3.08,3.08,,,
built,3.5,3.5,,,
built environment,3.4,,3.4,,
built in bed,3.5,,3.5,,
built like a brick outhouse,1.64,,1.64,,
built on,2.5,,2.5,,
built-in,2.73,,2.73,,
built-in bed,4.3,,4.3,,
buko pie,4.4,,4.4,,
bulb,4.93,4.93,,6.594,
bulb holder,4.9,,4.9,,
bulblike,3.3,3.3,,,
bulbous plant,4.71,,4.71,,
bulgar wheat,4.3,,4.3,,
bulge,3.92,3.92,,5.125,
bulger,4.2,,4.2,,
bulginess,3.59,3.59,,,
bulgur wheat,4.7,4.7,4.33,,
bulimia,2.9,2.9,,,
